GeneID	chr	start	end	labelCoord	FayWu_H	Fst	FuLi_D	FuLi_F	iHS	Tajima_D	label	stat	pops	source
SDS,SDSL,PLBD2	chr12	113796384	113877649	chr12:113796384-113877649	-6.034	0.049	-5.757	-4.948	3.841	-2.601	FuLi_F:YRI:-4.948,iHS:ACB:3.841,ASW:3.711,LWK:3.629	FuLi_F,iHS	YRI,ACB,ASW,LWK	PopHumanScan
RBM19	chr12	114317275	114327275	chr12:114317275-114327275	1.557	0.059	2.07	-3.762	1.692	2.688	FuLi_D:KHV:2.07	FuLi_D	KHV	PopHumanScan
MED13L	chr12	116405876	116415876	chr12:116405876-116415876	-1.532	0.032	-5.993	-5.38	1.96	-2.438	FuLi_F:GWD:-5.38,Tajima_D:GWD:-2.438	FuLi_F,Tajima_D	GWD	PopHumanScan
ABCB9	chr12	123417889	123427889	chr12:123417889-123427889	-4.093	0.064	-7.259	-6.008	1.254	-1.891	FuLi_D:BEB:-7.259	FuLi_D	BEB	PopHumanScan
MPHOSPH9,CDK2AP1,C12orf65	chr12	123635982	123747680	chr12:123635982-123747680	-3.243	0.278	-2.903	-2.658	1.713	-1.901	Fst:YRI2CHB:0.278	Fst	YRI2CHB	PopHumanScan
nonCoding65966	chr12	125152340	125162340	chr12:125152340-125162340	-3.73	0.126	2.253	2.119	1.567	2.988	FuLi_D:CEU:2.253	FuLi_D	CEU	PopHumanScan
TMEM132B	chr12	125709691	125719691	chr12:125709691-125719691	-6.866	0.043	-3.189	-3.178	1.95	-2.095	FayWu_H:ITU:-6.866,PJL:-6.682	FayWu_H	ITU,PJL	PopHumanScan
nonCoding66012	chr12	126566414	126591325	chr12:126566414-126591325	-5.087	0.088	2.374	2.539	1.009	2.338	FuLi_D:MSL:2.374	FuLi_D	MSL	PopHumanScan
nonCoding66030	chr12	127015708	127061601	chr12:127015708-127061601	-3.981	0.098	-5.193	-4.825	2.3	-2.569	XPEHH:YRI2CHB:2.694	XPEHH	YRI2CHB	PopHumanScan
nonCoding66049	chr12	127342480	127352480	chr12:127342480-127352480	-3.001	0.062	-7.391	-5.837	1.61	-1.821	FuLi_D:KHV:-7.391	FuLi_D	KHV	PopHumanScan
nonCoding66072	chr12	127700752	127724365	chr12:127700752-127724365	11.6	0.124	-1.599	12.432	1.398	35.354	FuLi_F:BEB:12.198,IBS:12.432	FuLi_F	BEB,IBS	PopHumanScan
nonCoding66120	chr12	128432927	128442927	chr12:128432927-128442927	-5.58	0.295	2.234	3.277	2.201	4.057	Fst:CEU2YRI:0.218,YRI2CHB:0.295	Fst	CEU2YRI,YRI2CHB	PopHumanScan
TMEM132C	chr12	129123528	129133528	chr12:129123528-129133528	-4.731	0.055	-6.992	-5.954	2.282	-2.178	FuLi_D:JPT:-6.992,FuLi_F:JPT:-5.954	FuLi_D,FuLi_F	JPT	PopHumanScan
TMEM132D	chr12	130301161	130311161	chr12:130301161-130311161	-1.239	0.048	2.493	2.729	1.377	1.986	FuLi_D:CDX:2.493	FuLi_D	CDX	PopHumanScan
EP400	chr12	132494418	132534905	chr12:132494418-132534905	-4.599	0.057	-6.033	-4.703	1.814	-2.1	FuLi_D:MSL:-6.033,FuLi_F:MSL:-4.703	FuLi_D,FuLi_F	MSL	PopHumanScan
ZNF268,ANHX	chr12	133789109	133799109	chr12:133789109-133799109	-1.957	0.073	-3.144	-2.26	6.372	1.239	iHS:ACB:6.372,ASW:4.886,CEU:6.214,ESN:4.519,FIN:5.362,GBR:5.435,GIH:3.492,IBS:3.796,JPT:3.798,LWK:5.481,MSL:5.723,PJL:3.429,TSI:6.212,YRI:4.617	iHS	ACB,ASW,CEU,ESN,FIN,GBR,GIH,IBS,JPT,LWK,MSL,PJL,TSI,YRI	PopHumanScan
PSPC1	chr13	20339696	20349696	chr13:20339696-20349696	-1.221	0.052	-6.239	-5.272	1.93	-2.192	FuLi_D:ASW:-6.239,FuLi_F:ASW:-5.272	FuLi_D,FuLi_F	ASW	PopHumanScan
nonCoding66275	chr13	20889962	20899962	chr13:20889962-20899962	-3.004	0.123	2.091	2.319	1.058	1.983	FuLi_D:IBS:2.091	FuLi_D	IBS	PopHumanScan
nonCoding66292	chr13	21893244	21903244	chr13:21893244-21903244	-3.223	0.113	2.539	3.993	2.131	4.835	FuLi_D:CHB:1.975,YRI:2.539	FuLi_D	CHB,YRI	PopHumanScan
ATP8A2	chr13	26134838	26164838	chr13:26134838-26164838	-4.028	0.251	-4.057	-2.729	1.359	1.924	Fst:CEU2CHB:0.251	Fst	CEU2CHB	PopHumanScan
FLT3	chr13	28644558	28654558	chr13:28644558-28654558	-3.052	0.138	1.931	2.903	1.381	3.069	FuLi_D:ASW:1.931	FuLi_D	ASW	PopHumanScan
nonCoding66522	chr13	29126988	29136988	chr13:29126988-29136988	-7.599	0.088	-2.38	-2.133	1.954	-1.16	FayWu_H:JPT:-7.599	FayWu_H	JPT	PopHumanScan
MTUS2	chr13	30016771	30036771	chr13:30016771-30036771	-7.102	0.079	-4.282	-3.987	1.291	-2.181	FayWu_H:CHB:-7.102	FayWu_H	CHB	PopHumanScan
nonCoding66555	chr13	30529297	30539297	chr13:30529297-30539297	-3.494	0.083	2.596	-2.335	1.673	2.81	FuLi_D:ESN:2.596	FuLi_D	ESN	PopHumanScan
nonCoding66647	chr13	33381794	33391794	chr13:33381794-33391794	-5.038	0.114	-6.723	-5.977	2.373	-2.517	FuLi_D:JPT:-6.723,FuLi_F:JPT:-5.977	FuLi_D,FuLi_F	JPT	PopHumanScan
nonCoding66668,nonCoding66669	chr13	33959986	33993836	chr13:33959986-33993836	-4.917	0.162	-7.478	-6.381	1.971	-2.711	FuLi_D:TSI:-7.478,FuLi_F:TSI:-6.381,Tajima_D:CEU:-2.711	FuLi_D,FuLi_F,Tajima_D	TSI,CEU	PopHumanScan
nonCoding66686	chr13	34195818	34215818	chr13:34195818-34215818	-5.156	0.141	-7.491	-6.483	2.503	-2.806	FuLi_D:PJL:-7.087,STU:-7.491,FuLi_F:PJL:-6.209,STU:-6.483,Tajima_D:GIH:-2.724,ITU:-2.761,PJL:-2.766,STU:-2.806	FuLi_D,FuLi_F,Tajima_D	PJL,STU,GIH,ITU	PopHumanScan
nonCoding66815	chr13	37649976	37659976	chr13:37649976-37659976	-7.025	0.056	-3.317	-3.259	1.906	-2.038	FayWu_H:ITU:-7.025	FayWu_H	ITU	PopHumanScan
nonCoding66877,UFM1	chr13	38885800	38933904	chr13:38885800-38933904	-7.062	0.129	-6.046	-5.977	3.619	-2.656	FuLi_D:FIN:-6.046,FuLi_F:FIN:-5.576,JPT:-5.977,Tajima_D:CHB:-2.656,FIN:-2.536,XPEHH:CEU2YRI:2.549,YRI2CHB:2.676	FuLi_D,FuLi_F,Tajima_D,XPEHH	FIN,JPT,CHB,CEU2YRI,YRI2CHB	PopHumanScan
UFM1	chr13	38938128	38948128	chr13:38938128-38948128	-7.645	0.139	-3.411	-3.627	2.218	-2.557	FayWu_H:BEB:-7.069,CHS:-7.645,GBR:-7.512,Tajima_D:FIN:-2.557	FayWu_H,Tajima_D	BEB,CHS,GBR,FIN	PopHumanScan
nonCoding66931	chr13	40217675	40227675	chr13:40217675-40227675	9.074	0.033	2.112	8.548	2.082	15.976	FuLi_D:LWK:2.112	FuLi_D	LWK	PopHumanScan
COG6	chr13	40357952	40367952	chr13:40357952-40367952	-2.394	0.028	-7.62	-6.367	1.213	-2.339	FuLi_D:BEB:-7.62,FuLi_F:BEB:-6.367	FuLi_D,FuLi_F	BEB	PopHumanScan
nonCoding66988	chr13	41447190	41457190	chr13:41447190-41457190	-4.579	0.263	1.892	2.994	3.285	3.223	Fst:CEU2CHB:0.248,CEU2YRI:0.263	Fst	CEU2CHB,CEU2YRI	PopHumanScan
nonCoding66989	chr13	41477597	41487597	chr13:41477597-41487597	-7.239	0.079	-3.956	-3.763	2.833	-2.223	FayWu_H:TSI:-7.239	FayWu_H	TSI	PopHumanScan
ELF1	chr13	41496779	41506779	chr13:41496779-41506779	-4.133	0.145	2.058	-2.173	2.153	1.613	FuLi_D:ACB:2.058	FuLi_D	ACB	PopHumanScan
nonCoding66999	chr13	41985665	41995665	chr13:41985665-41995665	10.03	0.043	-3.529	21.681	1.117	64.534	FuLi_F:CEU:16.957,CHS:12.596,GBR:17.275,GIH:13.567,JPT:21.681,PJL:15.675,Tajima_D:CEU:43.985,CHB:34.011,CHS:34.241,GBR:45.058,JPT:64.534,PJL:45.279,STU:34.48	FuLi_F,Tajima_D	CEU,CHS,GBR,GIH,JPT,PJL,CHB,STU	PopHumanScan
nonCoding67002	chr13	42063423	42073423	chr13:42063423-42073423	3.878	0.05	-5.88	-4.135	1.337	4.913	FuLi_D:ESN:-5.88	FuLi_D	ESN	PopHumanScan
VWA8	chr13	42200311	42231582	chr13:42200311-42231582	2.566	0.064	-8.672	-6.801	1.908	-2.167	FuLi_D:CDX:-7.874,CHB:-7.921,CHS:-7.624,JPT:-7.074,KHV:-8.672,FuLi_F:CDX:-6.33,CHB:-6.41,KHV:-6.801	FuLi_D,FuLi_F	CDX,CHB,CHS,JPT,KHV	PopHumanScan
VWA8	chr13	42231801	42251801	chr13:42231801-42251801	1.723	0.044	-6.416	-5.296	2.187	-1.751	FuLi_D:FIN:-5.852,GBR:-6.416	FuLi_D	FIN,GBR	PopHumanScan
VWA8	chr13	42254054	42264054	chr13:42254054-42264054	1.215	0.021	-6.69	-5.97	1.905	-2.46	FuLi_D:GBR:-6.69,FuLi_F:GBR:-5.97	FuLi_D,FuLi_F	GBR	PopHumanScan
DGKH	chr13	42766212	42776212	chr13:42766212-42776212	-1.558	0.116	2.251	-2.6	1.71	2.193	FuLi_D:PJL:2.251	FuLi_D	PJL	PopHumanScan
nonCoding67023	chr13	43005019	43045019	chr13:43005019-43045019	-1.975	0.029	-2.907	-2.094	3.683	1.72	iHS:BEB:3.316,CEU:3.377,GIH:3.654,ITU:3.39,PJL:3.683,STU:3.153	iHS	BEB,CEU,GIH,ITU,PJL,STU	PopHumanScan
DNAJC15	chr13	43602523	43612523	chr13:43602523-43612523	7.344	0.042	-4.755	16.36	1.373	44.107	FuLi_F:CEU:16.36,Tajima_D:CEU:44.107	FuLi_F,Tajima_D	CEU	PopHumanScan
nonCoding67123	chr13	46200826	46210826	chr13:46200826-46210826	2.381	0.023	-5.777	-4.603	2.133	-1.766	FuLi_D:MSL:-5.777,FuLi_F:MSL:-4.603	FuLi_D,FuLi_F	MSL	PopHumanScan
nonCoding67124	chr13	46225184	46235184	chr13:46225184-46235184	1.634	0.059	-6.191	-4.615	1.825	-1.557	FuLi_D:YRI:-6.191	FuLi_D	YRI	PopHumanScan
nonCoding67191	chr13	47998106	48025836	chr13:47998106-48025836	-7.303	0.062	-5.153	-4.62	1.025	-2.341	FayWu_H:GIH:-7.303	FayWu_H	GIH	PopHumanScan
nonCoding67211	chr13	48264904	48274904	chr13:48264904-48274904	-2.535	0.105	2.514	3.461	1.344	3.438	FuLi_D:KHV:2.514	FuLi_D	KHV	PopHumanScan
FNDC3A	chr13	49688614	49708614	chr13:49688614-49708614	-1.581	0.023	-6.514	-5.404	4.081	-2.074	iHS:ESN:3.589,YRI:4.081	iHS	ESN,YRI	PopHumanScan
nonCoding67465	chr13	54802543	54812543	chr13:54802543-54812543	-2.995	0.019	-5.618	-4.987	1.295	-2.447	FuLi_F:YRI:-4.987,Tajima_D:ACB:-2.401,ESN:-2.344,YRI:-2.447	FuLi_F,Tajima_D	YRI,ACB,ESN	PopHumanScan
nonCoding67617	chr13	57330282	57340282	chr13:57330282-57340282	-1.079	0.034	-7.255	-5.965	1.703	-1.903	FuLi_D:BEB:-7.255	FuLi_D	BEB	PopHumanScan
nonCoding67618	chr13	57361742	57371742	chr13:57361742-57371742	-1.196	0.027	-6.276	-5.378	2.457	-2.051	FuLi_D:LWK:-6.276,FuLi_F:LWK:-5.378	FuLi_D,FuLi_F	LWK	PopHumanScan
nonCoding67700	chr13	58947301	58957301	chr13:58947301-58957301	0.721	0.039	-6.344	-5.518	2.086	-2.289	FuLi_D:GWD:-6.344,FuLi_F:GWD:-5.518	FuLi_D,FuLi_F	GWD	PopHumanScan
nonCoding67795	chr13	60179360	60199360	chr13:60179360-60199360	-8.264	0.129	-1.52	-1.445	2.038	-2.081	FayWu_H:CEU:-7.373,GBR:-8.264,IBS:-8.052,TSI:-7.253	FayWu_H	CEU,GBR,IBS,TSI	PopHumanScan
nonCoding67863	chr13	61813960	61823960	chr13:61813960-61823960	-2.079	0.201	2.379	3.709	1.975	4.035	FuLi_D:GIH:2.379	FuLi_D	GIH	PopHumanScan
nonCoding67921	chr13	62711717	62731717	chr13:62711717-62731717	20.213	0.118	0	0	1.524	0	FayWu_H:ACB:19.186,ASW:17.252,CEU:14.871,ESN:20.213,FIN:15.872,GBR:17.129,GWD:17.022,IBS:16.698,LWK:18.206,MSL:19.032,PJL:13.97,TSI:14.914,YRI:19.071	FayWu_H	ACB,ASW,CEU,ESN,FIN,GBR,GWD,IBS,LWK,MSL,PJL,TSI,YRI	PopHumanScan
nonCoding67959	chr13	63285759	63295759	chr13:63285759-63295759	-0.909	0.058	-7.797	-6.18	1.449	-1.743	FuLi_D:KHV:-7.797	FuLi_D	KHV	PopHumanScan
nonCoding68126,nonCoding68124	chr13	65749140	65793480	chr13:65749140-65793480	-2.17	0.025	-6.725	-6.066	1.419	-2.402	FuLi_D:ESN:-5.476,STU:-6.725,FuLi_F:ESN:-4.895,STU:-6.066,Tajima_D:ACB:-2.402,ESN:-2.387	FuLi_D,FuLi_F,Tajima_D	ESN,STU,ACB	PopHumanScan
nonCoding68131	chr13	65897357	65907357	chr13:65897357-65907357	-2.259	0.029	-6.587	-5.319	1.781	-2.095	FuLi_D:YRI:-6.587,FuLi_F:YRI:-5.319	FuLi_D,FuLi_F	YRI	PopHumanScan
nonCoding68263	chr13	68764635	68774635	chr13:68764635-68774635	-1.916	0.044	-6.418	-5.596	1.309	-2.393	FuLi_D:PJL:-6.418	FuLi_D	PJL	PopHumanScan
nonCoding68334	chr13	69813052	69823052	chr13:69813052-69823052	-4.451	0.106	2.011	1.782	1.08	-1.712	FuLi_D:ACB:2.011	FuLi_D	ACB	PopHumanScan
KLHL1	chr13	70371958	70400987	chr13:70371958-70400987	-2.96	0.087	2.032	2.429	1.71	3.188	FuLi_D:ASW:2.032	FuLi_D	ASW	PopHumanScan
KLHL1	chr13	70401399	70421812	chr13:70401399-70421812	-7.665	0.088	-5.602	-4.986	1.995	-2.61	FayWu_H:CDX:-7.454,CHB:-7.665,CHS:-7.483,GIH:-7.288,ITU:-7.196,KHV:-7.523,STU:-7.488	FayWu_H	CDX,CHB,CHS,GIH,ITU,KHV,STU	PopHumanScan
KLHL1	chr13	70560087	70581964	chr13:70560087-70581964	-2.453	0.048	2.222	-2.31	1.266	-1.139	FuLi_D:MSL:2.222	FuLi_D	MSL	PopHumanScan
nonCoding68504	chr13	73227405	73237405	chr13:73227405-73237405	-1.67	0.09	-8.989	-7.24	1.012	-2.507	FuLi_D:KHV:-8.989,FuLi_F:KHV:-7.24	FuLi_D,FuLi_F	KHV	PopHumanScan
PIBF1	chr13	73358777	73378777	chr13:73358777-73378777	0.584	0.048	-6.032	-4.8	3.182	-1.917	iHS:STU:3.182	iHS	STU	PopHumanScan
nonCoding68649	chr13	75829610	75839610	chr13:75829610-75839610	-3.898	0.075	2.359	2.347	1.692	1.505	FuLi_D:JPT:2.359	FuLi_D	JPT	PopHumanScan
SLAIN1	chr13	78299149	78309149	chr13:78299149-78309149	-0.984	0.038	-6.272	-5.222	1.25	-2.2	FuLi_D:ACB:-6.272,FuLi_F:ACB:-5.222	FuLi_D,FuLi_F	ACB	PopHumanScan
nonCoding68884	chr13	80478774	80488774	chr13:80478774-80488774	-1.832	0.04	-5.797	-4.788	1.182	-1.652	FuLi_D:LWK:-5.797	FuLi_D	LWK	PopHumanScan
nonCoding68997	chr13	82079131	82109131	chr13:82079131-82109131	-5.093	0.364	-2.85	-2.188	1.851	-1.874	Fst:CEU2YRI:0.224,YRI2CHB:0.364	Fst	CEU2YRI,YRI2CHB	PopHumanScan
nonCoding69144	chr13	84406379	84416379	chr13:84406379-84416379	-6.868	0.043	-4.823	-4.027	1.584	-2.035	FayWu_H:TSI:-6.868	FayWu_H	TSI	PopHumanScan
nonCoding69170	chr13	84858008	84868008	chr13:84858008-84868008	-4.519	0.049	-7.417	-6.173	1.528	-2.243	FuLi_D:TSI:-7.417,FuLi_F:TSI:-6.173	FuLi_D,FuLi_F	TSI	PopHumanScan
nonCoding69217	chr13	85551022	85561022	chr13:85551022-85561022	1.565	0.055	2.174	3.424	1.173	4.35	FuLi_D:ITU:2.174	FuLi_D	ITU	PopHumanScan
nonCoding69232	chr13	85789853	85799853	chr13:85789853-85799853	-3.649	0.024	-7.85	-6.275	1.311	-2.513	FuLi_D:CHB:-7.85	FuLi_D	CHB	PopHumanScan
nonCoding69269,nonCoding69270,nonCoding69271,SLITRK6	chr13	86325950	86365950	chr13:86325950-86365950	-4.374	0.33	2.442	4.232	1.696	4.966	Fst:YRI2CHB:0.33,FuLi_D:CDX:2.442,CHS:2.183,KHV:2.137	Fst,FuLi_D	YRI2CHB,CDX,CHS,KHV	PopHumanScan
nonCoding69291	chr13	86689177	86699177	chr13:86689177-86699177	-1.558	0.099	2.522	4.222	4.278	4.956	FuLi_D:PJL:2.522,iHS:ESN:4.278	FuLi_D,iHS	PJL,ESN	PopHumanScan
nonCoding69358	chr13	88166933	88176933	chr13:88166933-88176933	-1.029	0.066	-6.529	-5.231	0.64	-1.788	FuLi_D:ACB:-6.529,FuLi_F:ACB:-5.231	FuLi_D,FuLi_F	ACB	PopHumanScan
nonCoding69360	chr13	88214707	88224707	chr13:88214707-88224707	-4.531	0.017	-5.733	-4.945	1.509	-2.342	FuLi_D:ESN:-5.733,FuLi_F:ESN:-4.945	FuLi_D,FuLi_F	ESN	PopHumanScan
nonCoding69527	chr13	91254055	91264055	chr13:91254055-91264055	-1.284	0.051	-7.425	-6.413	1.68	-2.34	FuLi_D:BEB:-7.425,FuLi_F:BEB:-6.413,GIH:-5.703	FuLi_D,FuLi_F	BEB,GIH	PopHumanScan
nonCoding69542	chr13	91488374	91498374	chr13:91488374-91498374	4.919	0.032	2.179	5.815	1.371	8.313	FuLi_D:KHV:2.179	FuLi_D	KHV	PopHumanScan
GPC5	chr13	92544953	92554953	chr13:92544953-92554953	0.734	0.032	-7.525	-6.198	1.613	-2.029	FuLi_D:BEB:-7.525,FuLi_F:BEB:-6.198	FuLi_D,FuLi_F	BEB	PopHumanScan
GPC5	chr13	92577312	92694362	chr13:92577312-92694362	1.563	0.105	-4.162	-2.906	3.238	-1.008	iHS:STU:3.238	iHS	STU	PopHumanScan
nonCoding69631,nonCoding69632	chr13	95546069	95566069	chr13:95546069-95566069	-2.223	0.261	-1.8	2.969	1.109	3.331	Fst:CEU2CHB:0.261	Fst	CEU2CHB	PopHumanScan
nonCoding69694	chr13	98295843	98305843	chr13:98295843-98305843	-4.099	0.228	-3.743	-3.724	1.688	3.215	Fst:CEU2YRI:0.228	Fst	CEU2YRI	PopHumanScan
nonCoding69844,nonCoding69845	chr13	104179504	104218819	chr13:104179504-104218819	-3.372	0.088	-4.127	-3.9	3.336	2.45	iHS:TSI:3.336	iHS	TSI	PopHumanScan
nonCoding69887	chr13	104848916	104858916	chr13:104848916-104858916	-5.023	0.081	-6.721	-5.974	1.78	-2.734	FuLi_F:ITU:-5.974,Tajima_D:ITU:-2.734,STU:-2.689	FuLi_F,Tajima_D	ITU,STU	PopHumanScan
nonCoding69888	chr13	104859896	104869896	chr13:104859896-104869896	-7.442	0.166	-4.059	4.552	2.009	7.081	FayWu_H:IBS:-6.953,ITU:-7.442	FayWu_H	IBS,ITU	PopHumanScan
nonCoding69907	chr13	105118284	105128284	chr13:105118284-105128284	-3.391	0.098	2.435	2.891	2.206	2.363	FuLi_D:PJL:2.435	FuLi_D	PJL	PopHumanScan
nonCoding69921,nonCoding69922	chr13	105373540	105393540	chr13:105373540-105393540	-6.694	0.392	-3.196	-3.198	2.043	2.627	Fst:CEU2YRI:0.392,YRI2CHB:0.374	Fst	CEU2YRI,YRI2CHB	PopHumanScan
nonCoding69947	chr13	105816548	105836548	chr13:105816548-105836548	-7.911	0.086	-4.254	-3.813	1.491	-2.169	FayWu_H:ITU:-7.911	FayWu_H	ITU	PopHumanScan
nonCoding69971,nonCoding69970	chr13	106204238	106242148	chr13:106204238-106242148	-4.381	0.136	-7.873	-6.648	2.607	-2.692	FuLi_D:CDX:-6.974,CHS:-7.873,FuLi_F:CDX:-6.131,CHS:-6.648,Tajima_D:CDX:-2.65,CHS:-2.692	FuLi_D,FuLi_F,Tajima_D	CDX,CHS	PopHumanScan
nonCoding69975	chr13	106271730	106281730	chr13:106271730-106281730	-6.895	0.046	-6.152	-5.412	3.133	-2.595	iHS:BEB:3.133	iHS	BEB	PopHumanScan
nonCoding70052,nonCoding70053	chr13	107466723	107488053	chr13:107466723-107488053	-8.19	0.084	-6.091	-5.49	1.501	-2.856	FayWu_H:FIN:-8.19,FuLi_D:FIN:-6.091,FuLi_F:FIN:-5.49,Tajima_D:FIN:-2.856	FayWu_H,FuLi_D,FuLi_F,Tajima_D	FIN	PopHumanScan
nonCoding70077	chr13	108530205	108540205	chr13:108530205-108540205	-3.894	0.15	2.194	2.915	1.957	2.689	FuLi_D:CHS:2.194	FuLi_D	CHS	PopHumanScan
nonCoding70125	chr13	110016335	110026335	chr13:110016335-110026335	0.9	0.087	2.384	-2.393	1.383	-1.092	FuLi_D:PJL:2.384	FuLi_D	PJL	PopHumanScan
nonCoding70234	chr13	112559894	112569894	chr13:112559894-112569894	-4.468	0.053	2.268	-4.639	1.566	-2.041	FuLi_D:MSL:2.268	FuLi_D	MSL	PopHumanScan
nonCoding70257	chr13	112984772	112994772	chr13:112984772-112994772	-5.477	0.069	-5.803	-4.181	1.166	-1.751	FayWu_H:YRI:-5.477	FayWu_H	YRI	PopHumanScan
nonCoding70268	chr13	113934143	113944143	chr13:113934143-113944143	-3.596	0.083	-5.887	-5.393	1.355	-2.619	Tajima_D:ITU:-2.619	Tajima_D	ITU	PopHumanScan
TFDP1	chr13	114173409	114275321	chr13:114173409-114275321	-1.474	0.044	-5.159	-4.06	3.362	-1.206	iHS:JPT:3.362	iHS	JPT	PopHumanScan
OR4N2,OR4M1	chr14	20245240	20255240	chr14:20245240-20255240	7.692	0.031	-2.207	21.381	1.249	57.894	FuLi_F:ACB:21.16,ASW:17.851,CEU:16.381,ESN:18.567,FIN:17.237,GBR:16.674,GWD:21.381,TSI:19.225,Tajima_D:ACB:57.416,ASW:50.386,CEU:50.104,ESN:56.373,FIN:46.399,GBR:51.153,GWD:57.894,TSI:51.734	FuLi_F,Tajima_D	ACB,ASW,CEU,ESN,FIN,GBR,GWD,TSI	PopHumanScan
nonCoding70287	chr14	20556489	20566489	chr14:20556489-20566489	-2.669	0.069	2.038	2.677	1.13	2.906	FuLi_D:ACB:2.038	FuLi_D	ACB	PopHumanScan
TRAV6	chr14	22226167	22236167	chr14:22226167-22236167	-2.006	0.085	2.375	3.101	1.592	3.156	FuLi_D:BEB:2.064,GIH:2.375	FuLi_D	BEB,GIH	PopHumanScan
TRAV26-2	chr14	22659653	22669653	chr14:22659653-22669653	-3.701	0.047	2.167	3.595	1.899	3.793	FuLi_D:IBS:2.167	FuLi_D	IBS	PopHumanScan
nonCoding70334	chr14	22804028	22814028	chr14:22804028-22814028	-2.218	0.025	-7.442	-6.093	1.405	-2.202	FuLi_D:KHV:-7.442	FuLi_D	KHV	PopHumanScan
DAD1	chr14	23023385	23033385	chr14:23023385-23033385	-2.28	0.112	2.228	1.686	1.765	1.649	FuLi_D:STU:2.228	FuLi_D	STU	PopHumanScan
nonCoding70357,nonCoding70358	chr14	24185860	24205860	chr14:24185860-24205860	16.164	0.22	-3.092	57.648	1.457	157.733	FayWu_H:ACB:13.994,ASW:13.556,BEB:13.517,CEU:14.647,ESN:14.357,FIN:16.164,GBR:15.793,GIH:14.716,GWD:14.48,IBS:15.426,ITU:14.615,LWK:13.56,MSL:13.855,PJL:14.255,STU:14.487,TSI:14.559,YRI:14.531,FuLi_F:ACB:36.676,ASW:51.699,BEB:44.884,CDX:24.023,CEU:17.724,CHB:20.691,CHS:18.395,ESN:55.262,FIN:18.768,GIH:19.635,GWD:57.615,IBS:19.607,ITU:20.248,JPT:26.475,KHV:23.57,LWK:53.536,MSL:56.489,PJL:18.945,STU:19.604,TSI:47.958,YRI:57.648,Tajima_D:ACB:100.847,ASW:148.143,BEB:129.582,CDX:65.74,CEU:47.871,CHB:55.814,CHS:49.587,ESN:152.174,FIN:50.613,GBR:32.617,GIH:53.083,GWD:157.733,IBS:52.707,ITU:55.098,JPT:71.774,KHV:63.855,LWK:148.436,MSL:156.803,PJL:52.269,STU:54.123,TSI:136.5,YRI:156.905	FayWu_H,FuLi_F,Tajima_D	ACB,ASW,BEB,CEU,ESN,FIN,GBR,GIH,GWD,IBS,ITU,LWK,MSL,PJL,STU,TSI,YRI,CDX,CHB,CHS,JPT,KHV	PopHumanScan
nonCoding70373	chr14	24400972	24420972	chr14:24400972-24420972	-4.066	0.34	-8.062	-6.466	1.966	3.514	Fst:CEU2YRI:0.299,YRI2CHB:0.34,FuLi_D:CHB:-8.062,CHS:-7.751,FuLi_F:CHB:-6.466,CHS:-6.285	Fst,FuLi_D,FuLi_F	CEU2YRI,YRI2CHB,CHB,CHS	PopHumanScan
STXBP6	chr14	25334711	25344711	chr14:25334711-25344711	-2.099	0.066	-7.976	-6.425	2.05	-2.126	FuLi_D:CHS:-7.976,FuLi_F:CHS:-6.425	FuLi_D,FuLi_F	CHS	PopHumanScan
nonCoding70590	chr14	28619642	28639642	chr14:28619642-28639642	-5.483	0.045	-6.145	-5.191	1.427	-2.385	FuLi_D:ESN:-6.145,FuLi_F:ESN:-5.191,Tajima_D:ESN:-2.385	FuLi_D,FuLi_F,Tajima_D	ESN	PopHumanScan
nonCoding70635	chr14	29299481	29309481	chr14:29299481-29309481	-2.185	0.033	-6.252	-5.726	1.375	-2.577	FuLi_F:STU:-5.726	FuLi_F	STU	PopHumanScan
nonCoding70696	chr14	30752516	30762516	chr14:30752516-30762516	0.575	0.024	-6.271	-5.303	1.741	-2.251	FuLi_D:ACB:-6.271,FuLi_F:ACB:-5.303	FuLi_D,FuLi_F	ACB	PopHumanScan
nonCoding70763	chr14	34333600	34353600	chr14:34333600-34353600	-6.353	0.049	-6.316	-5.575	1.845	-2.841	Tajima_D:PJL:-2.841,STU:-2.815,TSI:-2.711	Tajima_D	PJL,STU,TSI	PopHumanScan
nonCoding70769	chr14	35184071	35204071	chr14:35184071-35204071	-4.859	0.3	-1.775	1.789	1.318	2.809	Fst:CEU2CHB:0.3	Fst	CEU2CHB	PopHumanScan
RALGAPA1	chr14	36172113	36216674	chr14:36172113-36216674	-1.992	0.069	-5.307	-4.848	4.25	-2.158	iHS:YRI:4.25	iHS	YRI	PopHumanScan
TTC6	chr14	38332971	38342971	chr14:38332971-38342971	-1.49	0.047	-8.794	-7.102	1.147	-2.322	FuLi_D:IBS:-8.794,FuLi_F:IBS:-7.102	FuLi_D,FuLi_F	IBS	PopHumanScan
nonCoding70937	chr14	40433637	40443637	chr14:40433637-40443637	-3.137	0.087	-7.499	-6.23	1.52	-2.216	FuLi_D:CHS:-7.499,FuLi_F:CHS:-6.23	FuLi_D,FuLi_F	CHS	PopHumanScan
